ID P
rs35836460 0.48694422408831
rs55747351 0.988623789642336
rs480266 0.0808212258373602
rs16840379 0.48694422408831
rs17573867 0.48694422408831
rs512900 0.48694422408831
rs487114 0.48694422408831
rs7524776 0.611611915895203
rs201334865 0.48694422408831
rs199990066 0.48694422408831
rs74639818 0.48694422408831
rs12134975 0.396252644373047
rs111579215 0.988623789642336
rs12746361 0.400825562791257
rs146964454 0.48694422408831
rs7551203 0.48694422408831
rs141587903 0.0808212258373602
rs499807 0.48694422408831
rs7519439 0.0785410337239169
rs11390840 0.713852059579294
rs113439691 0.318362876748112
rs6690982 0.25594287673321
rs35229136 0.48694422408831
rs6680396 0.25594287673321
rs16840397 0.0785410337239169
rs180890413 0.435013186332216
rs28688002 0.715043926011966
rs5016801 0.418096452410673
rs34182143 0.72182551756297
rs529825 0.715043926011966
rs34388368 0.418096452410673
rs6660100 0.405326811065638
rs1156679 0.27567116947309
rs113855128 0.202564791106063
rs116272947 0.501054806345088
rs61819914 0.558813115679704
rs514591 0.715043926011966
rs551397 0.779622945030731
rs800292 0.779622945030731
rs559350 0.779622945030731
rs35814900 0.31084355793786
rs34351402 0.224024177585608
rs34181066 0.48694422408831
rs150613411 0.27567116947309
rs1329424 0.436910778662791
rs572515 0.436910778662791
rs1329423 0.270329590745539
rs34050381 0.0535703601391211
rs34683486 0.48694422408831
rs12127759 0.738635633248856
rs17574369 0.830475335750392
rs148139749 0.270329590745539
rs200480894 0.0773481922924301
rs16840419 0.738635633248856
rs3766404 0.967819364766542
rs33944729 0.436910778662791
rs35449482 0.651948563065119
rs33982697 0.738635633248856
rs16840422 0.967819364766542
rs35198449 0.651948563065119
rs1061147 0.436910778662791
rs35225053 0.493162061250141
rs1329422 0.436910778662791
rs2300430 0.436910778662791
rs10801553 0.436910778662791
rs1329421 0.436910778662791
rs34853086 0.651948563065119
rs570618 0.436910778662791
rs10922092 0.436910778662791
rs10801554 0.436910778662791
rs12069060 0.710103542158115
rs7529589 0.436910778662791
rs482934 0.436910778662791
rs12029785 0.436910778662791
rs1061170 0.436910778662791
rs34331968 0.49988047268313
rs10801555 0.436910778662791
rs10801556 0.436910778662791
rs4657826 0.710103542158115
rs12726401 0.738635633248856
rs12740961 0.738635633248856
rs34488706 0.48694422408831
rs34202669 0.48694422408831
rs528298 0.502351412108053
rs10922093 0.270329590745539
rs199614791 0.651948563065119
rs10922094 0.436910778662791
rs12124794 0.710103542158115
rs12405238 0.240519711599089
rs10922096 0.49988047268313
rs3645 0.436910778662791
rs12041668 0.710103542158115
rs183625239 0.195751644200119
rs12032372 0.710103542158115
rs514943 0.436910778662791
rs7546015 0.228577238824797
rs12033127 0.436910778662791
rs141014089 0.14552762518255
rs10922097 0.314833233862597
rs488380 0.436910778662791
rs579745 0.436910778662791
rs10922098 0.259634543764381
rs485632 0.436910778662791
rs564290471 0.892966092591599
rs10922099 0.436910778662791
rs10922100 0.436910778662791
rs12038674 0.436910778662791
rs76258507 0.314833233862597
rs1089033 0.0206777446784909
rs36137052 0.447080035851614
rs28853072 0.610208905678977
rs181399377 0.0535703601391211
rs7539005 0.398030836852924
rs61819952 0.925271332315247
rs529899 0.348853294620005
rs11580821 0.270329590745539
rs114245464 0.389748246731601
rs72734328 0.270329590745539
rs10922102 0.436910778662791
rs2860102 0.436910778662791
rs34813609 0.420215494322841
rs10801557 0.442158619702749
rs4658046 0.436910778662791
rs10754199 0.436910778662791
rs10922103 0.436910778662791
rs28664709 0.436910778662791
rs201263987 0.449014390443548
rs116827816 0.684322665871331
rs368465 0.436910778662791
rs402056 0.436910778662791
rs203688 0.436910778662791
rs12038333 0.436910778662791
rs12045503 0.436910778662791
rs112005340 0.966473899434155
rs9970075 0.856284440783191
rs9970784 0.808518943861345
rs1831282 0.813023708916233
rs203687 0.813023708916233
rs2019727 0.923138783422334
rs2019724 0.813023708916233
rs1048663 0.653523160879849
rs74708320 0.219547685586234
rs2300429 0.923138783422334
rs6428357 0.813023708916233
rs7513157 0.229750686082002
rs35788722 0.248406987246243
rs6695321 0.764560381961401
rs402991 0.813023708916233
rs399469 0.813023708916233
rs33915960 0.923138783422334
rs10733086 0.813023708916233
rs1410997 0.813023708916233
rs116636932 0.97223649943056
rs6664705 0.813023708916233
rs12406047 0.653523160879849
rs203685 0.813023708916233
rs203683 0.813023708916233
rs76780329 0.657302975960108
rs7522681 0.813023708916233
rs79837932 0.651948563065119
rs74213209 0.653523160879849
rs10737679 0.958552354436758
rs10737680 0.898387134339909
rs35617250 0.923138783422334
rs11584505 0.653523160879849
rs149480507 0.651948563065119
rs1831281 0.958552354436758
rs114849398 0.187205000835608
rs12134598 0.917212048776771
rs72734340 0.133844748536084
rs116810342 0.657302975960108
rs12042805 0.958552354436758
rs7535263 0.898387134339909
rs203679 0.813023708916233
rs2274700 0.898387134339909
rs1831280 0.653523160879849
rs203677 0.813023708916233
rs185769621 0.297574283689613
rs533534872 0.762462225772633
rs6677089 0.898387134339909
rs6688272 0.898387134339909
rs6664877 0.563035463475753
rs6677460 0.761340727679805
rs203674 0.813023708916233
rs10754200 0.958552354436758
rs34274678 0.97223649943056
rs148499898 0.257641387939092
rs3753395 0.898387134339909
rs6677604 0.923138783422334
rs34900334 0.245933571103567
rs10465586 0.903786741260184
rs10489456 0.653523160879849
rs10922104 0.898387134339909
rs140171490 0.991818603334533
rs203672 0.713148724466305
rs1587325 0.958552354436758
rs112454880 0.966473899434155
rs74532934 0.0535703601391211
rs10922105 0.898387134339909
rs141408533 0.653523160879849
rs191610900 0.892966092591599
rs114580526 0.884177303797466
rs10922106 0.898387134339909
rs12402808 0.653523160879849
rs11801630 0.653523160879849
rs374896 0.992365952489902
rs393955 0.813023708916233
rs381974 0.813023708916233
rs35908703 0.219547685586234
rs35582046 0.500006281087197
rs36014159 0.389748246731601
rs379489 0.813023708916233
rs35505017 0.19773589836727
rs116355899 0.799611704969243
rs3766405 0.898387134339909
rs3753396 0.653523160879849
rs403846 0.813023708916233
rs35634602 0.657302975960108
rs419137 0.361268884587089
rs1410996 0.898387134339909
rs1329429 0.958552354436758
rs77302817 0.653523160879849
rs395544 0.813023708916233
rs200216900 0.260395110554699
rs6689009 0.923138783422334
rs10922107 0.653523160879849
rs1576340 0.958552354436758
rs10801558 0.898387134339909
rs143580347 0.284327342536907
rs77919582 0.560790878434549
rs192155731 0.595980528942641
rs11799595 0.653523160879849
rs7514261 0.898387134339909
rs149403976 0.435013186332216
rs380390 0.813023708916233
rs7540032 0.898387134339909
rs140177778 0.847925435810837
rs115552597 0.500006281087197
rs10922108 0.902547751887237
rs414539 0.813023708916233
rs80048678 0.574880299748954
rs2284664 0.958552354436758
rs1329428 0.898387134339909
rs412852 0.813023708916233
rs35253683 0.923138783422334
rs10801559 0.898387134339909
rs2064456 0.923138783422334
rs1329427 0.898387134339909
rs10922109 0.898387134339909
rs70620 0.653523160879849
rs70621 0.653523160879849
rs731557 0.923138783422334
rs140250358 0.217916104094274
rs742855 0.653523160879849
rs375046 0.813023708916233
rs11799380 0.653523160879849
rs2336221 0.653523160879849
rs424535 0.782279845174156
rs34557289 0.0419387444608976
rs1065489 0.653523160879849
rs149474608 0.989202188895653
rs11582939 0.653523160879849
rs181075256 0.877194243760898
rs16840522 0.923138783422334
rs147050370 0.4836789475784
rs35274867 0.651948563065119
rs35352142 0.817320967598612
rs147973159 0.943296670491213
rs115325629 0.799611704969243
rs10801560 0.958552354436758
rs10801561 0.958552354436758
rs183157978 0.731891749019187
rs34231058 0.446559376268652
rs519839 0.370396396984081
rs193053835 0.578222257392327
rs193053835 0.578222257392327
